Frame,Time (ns),Halogen Bonds,Hydrogen Bonds,Pi-Pi Stacking,Pi-Cation
149,14.8003,0,1,0,0
150,14.9003,0,1,0,0
151,15.0003,0,1,0,0
152,15.1003,0,1,0,0
153,15.2003,0,0,0,0
154,15.3003,0,0,0,0
155,15.4003,0,1,1,0
156,15.5003,0,1,0,0
157,15.6003,0,1,1,0
158,15.7003,0,1,0,0
159,15.8003,0,1,0,0
160,15.9003,0,0,0,0
161,16.0003,0,1,0,0
162,16.1003,0,1,0,0
163,16.2003,0,1,0,0
164,16.3003,0,1,2,0
165,16.4003,0,1,0,0
166,16.5003,0,1,0,0
167,16.6003,0,1,0,0
168,16.7003,0,1,0,0
169,16.8003,0,1,1,0
170,16.9003,0,1,0,0
171,17.0003,0,1,2,0
172,17.1003,0,1,0,0
173,17.2003,0,1,0,0
174,17.3003,0,1,0,0
175,17.4003,0,1,1,0
176,17.5004,0,1,1,0
177,17.6004,0,0,0,0
178,17.7004,0,1,0,0
179,17.8004,0,1,1,0
180,17.9004,0,0,0,0
181,18.0004,0,1,0,0
182,18.1004,0,1,0,0
183,18.2004,0,1,3,0
184,18.3004,0,1,0,0
185,18.4004,0,1,1,0
186,18.5004,0,1,1,0
187,18.6004,0,1,1,0
188,18.7004,0,1,0,0
189,18.8004,0,0,0,0
190,18.9004,0,1,0,0
191,19.0004,0,1,0,0
192,19.1004,0,0,0,0
193,19.2004,0,1,0,0
194,19.3004,0,1,1,0
195,19.4004,0,1,0,0
196,19.5004,0,1,2,0
197,19.6004,0,1,1,0
198,19.7004,0,1,1,0
199,19.8004,0,0,4,0
200,19.9004,0,1,1,0
201,20.0004,0,1,0,0
202,20.1004,0,1,1,0
203,20.2004,0,0,0,0
204,20.3004,0,1,0,0
205,20.4004,0,1,0,0
206,20.5004,0,0,1,0
207,20.6004,0,1,0,0
208,20.7004,0,0,0,0
209,20.8004,0,1,1,0
210,20.9004,0,1,0,0
211,21.0004,0,1,0,0
212,21.1004,0,1,0,0
213,21.2004,0,1,0,0
214,21.3004,0,1,0,0
215,21.4004,0,0,0,0
216,21.5004,0,1,1,0
217,21.6004,0,1,2,0
218,21.7004,0,1,0,0
219,21.8004,0,1,0,0
220,21.9004,0,1,0,0
221,22.0004,0,0,0,0
222,22.1004,0,1,1,0
223,22.2004,0,1,1,0
224,22.3004,0,1,1,0
225,22.4004,0,0,1,0
226,22.5005,0,1,1,0
227,22.6005,0,1,0,0
228,22.7005,0,1,1,0
229,22.8005,0,1,0,0
230,22.9005,0,1,1,0
231,23.0005,0,1,0,0
232,23.1005,0,1,1,0
233,23.2005,0,1,1,0
234,23.3005,0,1,0,0
235,23.4005,0,1,0,0
236,23.5005,0,2,1,0
237,23.6005,0,1,0,0
238,23.7005,0,2,1,0
239,23.8005,0,1,1,0
240,23.9005,0,2,1,0
241,24.0005,0,1,1,0
242,24.1005,0,2,2,0
243,24.2005,0,1,1,0
244,24.3005,0,1,1,0
245,24.4005,0,1,2,0
246,24.5005,0,1,1,0
247,24.6005,0,1,1,0
248,24.7005,0,1,1,0
249,24.8005,0,1,1,0
250,24.9005,0,1,1,0
251,25.0005,0,1,2,0
252,25.1005,0,1,1,0
253,25.2005,0,0,2,0
254,25.3005,0,1,1,0
255,25.4005,0,1,1,0
256,25.5005,0,0,1,0
257,25.6005,0,0,0,0
258,25.7005,0,1,1,0
259,25.8005,0,1,1,0
260,25.9005,0,1,1,0
261,26.0005,0,1,1,0
262,26.1005,0,1,2,0
263,26.2005,0,1,2,0
264,26.3005,0,1,2,0
265,26.4005,0,1,1,0
266,26.5005,0,1,2,0
267,26.6005,0,1,1,0
268,26.7005,0,1,1,0
269,26.8005,0,1,1,0
270,26.9005,0,1,0,0
271,27.0005,0,1,0,0
272,27.1005,0,1,1,0
273,27.2005,0,0,2,0
274,27.3005,0,1,2,0
275,27.4005,0,1,2,0
276,27.5006,0,1,2,0
277,27.6006,0,0,0,0
278,27.7006,0,1,0,0
279,27.8006,0,1,1,0
280,27.9006,0,1,1,0
281,28.0006,0,1,1,0
282,28.1006,0,1,1,0
283,28.2006,0,1,0,0
284,28.3006,0,1,1,0
285,28.4006,0,1,1,0
286,28.5006,0,1,1,0
287,28.6006,0,0,1,0
288,28.7006,0,1,1,0
289,28.8006,0,1,2,0
290,28.9006,0,1,1,0
291,29.0006,0,1,1,0
292,29.1006,0,1,1,0
293,29.2006,0,0,0,0
294,29.3006,0,1,1,0
295,29.4006,0,1,1,0
296,29.5006,0,1,1,0
297,29.6006,0,1,2,0
298,29.7006,0,1,1,0
299,29.8006,0,1,1,0
300,29.9006,0,1,1,0
301,30.0006,0,0,0,0
302,30.1006,0,1,1,0
303,30.2006,0,1,1,0
304,30.3006,0,0,0,0
305,30.4006,0,0,2,0
306,30.5006,0,1,0,0
307,30.6006,0,0,1,0
308,30.7006,0,1,1,0
309,30.8006,0,1,1,0
310,30.9006,0,0,2,0
311,31.0006,0,1,2,0
312,31.1006,0,0,2,0
313,31.2006,0,0,1,0
314,31.3006,0,0,1,0
315,31.4006,0,0,1,0
316,31.5006,0,1,1,0
317,31.6006,0,1,0,0
318,31.7006,0,0,1,0
319,31.8006,0,1,1,0
320,31.9006,0,0,1,0
321,32.0006,0,0,1,0
322,32.1006,0,1,1,0
323,32.2006,0,1,0,0
324,32.3006,0,1,1,0
325,32.4006,0,1,0,0
326,32.5007,0,0,1,0
327,32.6007,0,1,0,0
328,32.7007,0,1,1,0
329,32.8007,0,1,0,0
330,32.9007,0,1,0,0
331,33.0007,0,1,0,0
332,33.1007,0,0,1,0
333,33.2007,0,0,1,0
334,33.3007,0,0,1,0
335,33.4007,0,0,0,0
336,33.5007,0,0,0,0
337,33.6007,0,1,0,0
338,33.7007,0,0,0,0
339,33.8007,0,1,0,0
340,33.9007,0,1,0,0
341,34.0007,0,2,0,0
342,34.1007,0,2,1,0
343,34.2007,0,2,0,0
344,34.3007,0,1,0,0
345,34.4007,0,0,1,0
346,34.5007,0,0,1,0
347,34.6007,0,1,1,0
348,34.7007,0,1,1,0
349,34.8007,0,1,0,0
350,34.9007,0,2,0,0
351,35.0007,0,2,0,0
352,35.1007,0,1,1,0
353,35.2007,0,2,0,0
354,35.3007,0,0,1,0
355,35.4007,0,1,0,0
356,35.5007,0,0,0,0
357,35.6007,0,1,1,0
358,35.7007,0,1,1,0
359,35.8007,0,1,0,0
360,35.9007,0,1,1,0
361,36.0007,0,1,0,0
362,36.1007,0,1,0,0
363,36.2007,0,1,1,0
364,36.3007,0,0,1,0
365,36.4007,0,1,1,0
366,36.5007,0,0,1,0
367,36.6007,0,1,0,0
368,36.7007,0,1,0,0
369,36.8007,0,0,0,0
370,36.9007,0,0,0,0
371,37.0007,0,1,0,0
372,37.1007,0,0,2,0
373,37.2007,0,1,0,0
374,37.3007,0,0,0,0
375,37.4007,0,1,1,0
376,37.5007,0,0,1,0
377,37.6008,0,1,1,0
378,37.7008,0,1,1,0
379,37.8008,0,1,0,0
380,37.9008,0,0,0,0
381,38.0008,0,1,0,0
382,38.1008,0,1,0,0
383,38.2008,0,0,0,0
384,38.3008,0,0,1,0
385,38.4008,0,0,0,0
386,38.5008,0,1,0,0
387,38.6008,0,1,0,0
388,38.7008,0,0,1,0
389,38.8008,0,1,0,0
390,38.9008,0,1,0,0
391,39.0008,0,0,1,0
392,39.1008,0,0,0,0
393,39.2008,0,1,0,0
394,39.3008,0,0,1,0
395,39.4008,0,0,1,0
396,39.5008,0,0,0,0
397,39.6008,0,1,0,0
398,39.7008,0,0,1,1
399,39.8008,0,0,1,0
400,39.9008,0,0,0,0
401,40.0008,0,0,1,0
402,40.1008,0,0,1,1
403,40.2008,0,0,1,1
404,40.3008,0,0,0,0
405,40.4008,0,0,0,0
406,40.5008,0,0,1,0
407,40.6008,0,0,0,0
408,40.7008,0,0,0,0
409,40.8008,0,0,1,0
410,40.9008,0,0,0,1
411,41.0008,0,0,1,2
412,41.1008,0,0,0,1
413,41.2008,0,0,1,2
414,41.3008,0,0,0,1
415,41.4008,0,0,1,2
416,41.5008,0,0,1,1
417,41.6008,0,1,0,1
418,41.7008,0,0,0,1
419,41.8008,0,0,0,0
420,41.9008,0,0,1,0
421,42.0008,0,0,0,1
422,42.1008,0,0,0,0
423,42.2008,0,1,0,1
424,42.3008,0,0,1,0
425,42.4008,0,0,0,0
426,42.5008,0,0,0,1
427,42.6009,0,0,0,0
428,42.7009,0,0,1,2
429,42.8009,0,0,0,0
430,42.9009,0,0,0,0
431,43.0009,0,0,0,1
432,43.1009,0,0,1,0
433,43.2009,0,0,0,1
434,43.3009,0,0,0,0
435,43.4009,0,0,0,0
436,43.5009,0,0,0,0
437,43.6009,0,0,0,1
438,43.7009,0,0,0,0
439,43.8009,0,0,0,0
440,43.9009,0,0,0,1
441,44.0009,0,0,0,0
442,44.1009,0,0,0,0
443,44.2009,0,1,0,0
444,44.3009,0,0,1,0
445,44.4009,0,1,0,0
446,44.5009,0,0,1,0
447,44.6009,0,0,0,0
448,44.7009,0,0,1,0
449,44.8009,0,0,1,1
450,44.9009,0,0,1,1
451,45.0009,0,0,0,0
452,45.1009,0,0,0,1
453,45.2009,0,0,0,1
454,45.3009,0,0,1,0
455,45.4009,0,0,0,0
456,45.5009,0,0,0,0
457,45.6009,0,0,0,0
458,45.7009,0,0,1,0
459,45.8009,0,0,0,0
460,45.9009,0,0,0,0
461,46.0009,0,0,0,0
462,46.1009,0,0,1,0
463,46.2009,0,0,1,0
464,46.3009,0,0,0,1
465,46.4009,0,0,0,0
466,46.5009,0,0,0,1
467,46.6009,0,0,0,0
468,46.7009,0,0,0,0
469,46.8009,0,0,1,0
470,46.9009,0,0,1,0
471,47.0009,0,0,0,0
472,47.1009,0,0,1,0
473,47.2009,0,0,1,0
474,47.3009,0,0,0,0
475,47.4009,0,0,1,0
476,47.501,0,0,0,1
477,47.601,0,0,0,0
478,47.701,0,0,1,1
479,47.801,0,0,1,0
480,47.901,0,0,0,0
481,48.001,0,0,1,1
482,48.101,0,1,0,1
483,48.201,0,0,0,0
484,48.301,0,0,0,0
485,48.401,0,0,0,0
486,48.501,0,0,0,0
487,48.601,0,0,0,0
488,48.701,0,0,0,0
489,48.801,0,0,0,0
490,48.901,0,0,0,0
491,49.001,0,0,1,0
492,49.101,0,0,1,0
493,49.201,0,0,0,0
494,49.301,0,0,1,0
495,49.401,0,0,1,0
496,49.501,0,0,0,0
497,49.601,0,0,1,0
498,49.701,0,0,0,0
499,49.801,0,0,0,0
500,49.901,0,0,1,0
501,50.001,0,0,0,0
502,50.101,0,0,1,0
503,50.201,0,0,1,0
504,50.301,0,0,1,0
505,50.401,0,0,2,0
506,50.501,0,0,1,1
507,50.601,0,0,1,0
508,50.701,0,0,1,1
509,50.801,0,0,0,0
510,50.901,0,0,1,0
511,51.001,0,0,1,1
512,51.101,0,0,1,1
513,51.201,0,0,1,0
514,51.301,0,0,0,0
515,51.401,0,0,1,0
516,51.501,0,0,0,0
517,51.601,0,0,1,0
518,51.701,0,0,2,0
519,51.801,0,0,1,0
520,51.901,0,0,0,0
521,52.001,0,0,1,0
522,52.101,0,0,1,0
523,52.201,0,0,0,0
524,52.301,0,0,1,0
525,52.401,0,0,0,0
526,52.5011,0,0,0,0
527,52.6011,0,0,2,0
528,52.7011,0,0,2,2
529,52.8011,0,0,1,2
530,52.9011,0,0,1,2
531,53.0011,0,0,1,0
532,53.1011,0,0,0,0
533,53.2011,0,0,1,0
534,53.3011,0,0,0,0
535,53.4011,0,0,0,0
536,53.5011,0,0,1,0
537,53.6011,0,0,1,0
538,53.7011,0,0,1,0
539,53.8011,0,0,0,0
540,53.9011,0,0,1,0
541,54.0011,0,0,1,0
542,54.1011,1,0,1,0
543,54.2011,0,0,2,0
544,54.3011,0,0,2,1
545,54.4011,0,0,2,0
546,54.5011,0,0,1,0
547,54.6011,0,0,2,0
548,54.7011,0,0,1,0
549,54.8011,0,0,2,0
550,54.9011,1,0,1,0
551,55.0011,0,0,2,0
552,55.1011,1,0,1,0
553,55.2011,0,0,0,0
554,55.3011,0,0,1,1
555,55.4011,1,0,1,0
556,55.5011,0,0,0,0
557,55.6011,0,0,2,1
558,55.7011,0,0,2,0
559,55.8011,0,0,1,0
560,55.9011,0,0,1,0
561,56.0011,0,0,1,0
562,56.1011,0,0,0,0
563,56.2011,1,0,2,0
564,56.3011,1,0,2,1
565,56.4011,0,0,2,0
566,56.5011,0,0,1,0
567,56.6011,0,0,0,0
568,56.7011,0,0,2,0
569,56.8011,0,0,0,0
570,56.9011,0,0,1,0
571,57.0011,0,0,0,0
572,57.1011,1,0,0,0
573,57.2011,0,0,2,0
574,57.3011,0,0,1,0
575,57.4011,0,0,0,0
576,57.5012,0,0,1,0
577,57.6012,0,0,1,0
578,57.7012,0,0,1,0
579,57.8012,0,0,1,0
580,57.9012,0,0,0,0
581,58.0012,0,0,0,0
582,58.1012,0,0,0,0
583,58.2012,0,0,0,0
584,58.3012,0,0,1,0
585,58.4012,0,0,0,0
586,58.5012,0,0,0,0
587,58.6012,0,0,0,0
588,58.7012,0,0,0,0
589,58.8012,0,0,1,0
590,58.9012,0,0,0,0
591,59.0012,0,0,0,0
592,59.1012,0,0,0,0
593,59.2012,0,0,1,0
594,59.3012,0,0,0,0
595,59.4012,0,0,0,0
596,59.5012,0,0,0,0
597,59.6012,0,0,0,0
598,59.7012,0,0,0,0
599,59.8012,0,0,0,0
600,59.9012,0,0,0,0
601,60.0012,0,0,0,0
602,60.1012,0,0,0,0
603,60.2012,0,0,1,0
604,60.3012,0,0,0,0
605,60.4012,0,0,0,0
606,60.5012,0,0,0,0
607,60.6012,0,0,1,0
608,60.7012,0,0,0,0
609,60.8012,0,0,0,0
610,60.9012,0,0,1,0
611,61.0012,0,0,1,0
612,61.1012,0,0,1,0
613,61.2012,0,0,1,0
614,61.3012,0,0,1,0
615,61.4012,0,0,1,0
616,61.5012,0,0,1,0
617,61.6012,0,0,1,0
618,61.7012,0,0,0,0
619,61.8012,0,0,0,0
620,61.9012,0,0,1,0
621,62.0012,0,0,0,0
622,62.1012,0,0,0,0
623,62.2012,1,0,0,0
624,62.3012,0,0,1,0
625,62.4012,0,0,1,0
626,62.5012,0,0,1,0
627,62.6013,0,0,0,0
628,62.7013,0,0,0,0
629,62.8013,0,0,0,0
630,62.9013,0,0,0,0
631,63.0013,0,0,1,0
632,63.1013,0,0,0,0
633,63.2013,0,0,0,0
634,63.3013,0,0,0,0
635,63.4013,0,0,0,0
636,63.5013,0,0,0,0
637,63.6013,0,0,0,0
638,63.7013,0,0,1,0
639,63.8013,0,0,1,0
640,63.9013,0,0,1,0
641,64.0013,0,0,0,0
642,64.1013,0,0,1,0
643,64.2013,0,0,0,0
644,64.3013,0,0,1,0
645,64.4013,0,1,0,0
646,64.5013,0,1,1,0
647,64.6013,0,1,1,0
648,64.7013,0,0,1,0
649,64.8013,0,0,0,0
650,64.9013,0,0,0,0
651,65.0013,0,0,1,0
652,65.1013,0,0,1,0
653,65.2013,0,0,1,0
654,65.3013,0,1,1,0
655,65.4013,1,0,1,0
656,65.5013,0,0,2,0
657,65.6013,0,0,1,0
658,65.7013,0,0,1,0
659,65.8013,0,0,1,0
660,65.9013,0,0,1,0
661,66.0013,0,0,1,0
662,66.1013,0,0,0,0
663,66.2013,0,0,0,0
664,66.3013,0,0,1,0
665,66.4013,0,0,0,0
666,66.5013,0,0,1,0
667,66.6013,0,0,0,0
668,66.7013,0,0,0,0
669,66.8013,0,0,1,0
670,66.9013,0,1,0,0
671,67.0013,0,2,1,0
672,67.1013,0,1,1,0
673,67.2013,0,1,1,0
674,67.3013,0,0,1,0
675,67.4013,0,0,1,0
676,67.5014,0,1,1,0
677,67.6014,0,1,1,0
678,67.7014,0,0,1,0
679,67.8014,0,1,1,0
680,67.9014,0,0,1,0
681,68.0014,0,0,1,0
682,68.1014,0,0,1,0
683,68.2014,0,0,1,0
684,68.3014,0,0,1,0
685,68.4014,0,0,0,0
686,68.5014,0,0,1,0
687,68.6014,0,0,1,0
688,68.7014,0,0,1,0
689,68.8014,1,0,1,0
690,68.9014,0,0,0,0
691,69.0014,0,0,1,0
692,69.1014,0,0,0,0
693,69.2014,0,0,1,0
694,69.3014,0,0,1,0
695,69.4014,0,0,1,0
696,69.5014,0,0,1,0
697,69.6014,0,0,1,0
698,69.7014,1,0,1,0
699,69.8014,0,0,1,0
700,69.9014,0,1,1,0
701,70.0014,0,0,2,0
702,70.1014,0,0,1,0
703,70.2014,0,0,1,0
704,70.3014,0,0,1,0
705,70.4014,0,0,0,0
706,70.5014,1,0,1,0
707,70.6014,0,0,1,0
708,70.7014,1,0,1,0
709,70.8014,0,0,1,0
710,70.9014,0,0,1,0
711,71.0014,0,0,1,0
712,71.1014,0,0,0,0
713,71.2014,0,0,1,0
714,71.3014,0,0,1,0
715,71.4014,0,0,1,0
716,71.5014,0,0,1,0
717,71.6014,0,0,1,0
718,71.7014,1,0,1,0
719,71.8014,1,0,1,0
720,71.9014,0,0,1,0
721,72.0014,0,0,1,0
722,72.1014,0,0,0,0
723,72.2014,0,0,1,0
724,72.3014,0,0,1,0
725,72.4014,0,0,0,0
726,72.5014,0,0,1,0
727,72.6015,0,0,1,0
728,72.7015,0,0,0,0
729,72.8015,0,0,0,0
730,72.9015,0,0,0,0
731,73.0015,0,0,1,1
732,73.1015,0,0,0,0
733,73.2015,0,0,1,0
734,73.3015,0,0,0,0
735,73.4015,0,0,0,0
736,73.5015,0,0,0,0
737,73.6015,0,0,1,0
738,73.7015,0,1,0,0
739,73.8015,0,0,0,0
740,73.9015,0,0,0,0
741,74.0015,0,0,0,0
742,74.1015,0,0,0,0
743,74.2015,0,0,1,0
744,74.3015,0,0,1,0
745,74.4015,0,0,0,0
746,74.5015,0,0,0,0
747,74.6015,0,0,0,0
748,74.7015,0,0,1,0
749,74.8015,0,0,1,0
750,74.9015,0,0,1,0
751,75.0015,0,0,0,0
752,75.1015,0,0,0,0
753,75.2015,0,0,0,0
754,75.3015,0,0,0,0
755,75.4015,0,0,0,0
756,75.5015,0,0,0,0
757,75.6015,0,0,0,0
758,75.7015,0,0,1,0
759,75.8015,0,0,2,0
760,75.9015,0,0,1,0
761,76.0015,0,0,0,0
762,76.1015,0,0,1,0
763,76.2015,0,0,0,0
764,76.3015,0,0,0,0
765,76.4015,0,0,0,1
766,76.5015,0,0,1,0
767,76.6015,0,0,1,0
768,76.7015,0,0,0,0
769,76.8015,0,0,0,0
770,76.9015,0,0,1,0
771,77.0015,0,0,0,0
772,77.1015,0,0,0,0
773,77.2015,0,0,1,0
774,77.3015,0,0,0,0
775,77.4015,0,0,0,0
776,77.5016,0,0,0,0
777,77.6016,0,0,1,0
778,77.7016,0,0,1,0
779,77.8016,0,0,1,0
780,77.9016,0,0,2,0
781,78.0016,0,0,0,0
782,78.1016,0,0,0,0
783,78.2016,0,0,1,0
784,78.3016,0,0,1,0
785,78.4016,0,0,0,0
786,78.5016,0,0,0,0
787,78.6016,0,0,1,0
788,78.7016,0,0,0,0
789,78.8016,0,0,0,0
790,78.9016,0,0,0,0
791,79.0016,0,0,0,0
792,79.1016,0,0,1,0
793,79.2016,0,0,0,0
794,79.3016,0,0,1,0
795,79.4016,0,0,0,0
796,79.5016,0,0,0,0
797,79.6016,0,0,0,0
798,79.7016,0,0,0,0
799,79.8016,0,0,0,0
800,79.9016,0,0,0,0
801,80.0016,0,0,0,0
802,80.1016,0,0,0,0
803,80.2016,0,0,0,0
804,80.3016,0,0,0,0
805,80.4016,0,0,0,0
806,80.5016,0,0,0,0
807,80.6016,1,1,0,0
808,80.7016,0,0,0,0
809,80.8016,0,0,0,0
810,80.9016,0,0,0,0
811,81.0016,0,0,0,0
812,81.1016,0,0,0,0
813,81.2016,0,0,0,0
814,81.3016,0,0,0,0
815,81.4016,0,0,0,0
816,81.5016,0,0,0,0
817,81.6016,0,0,1,0
818,81.7016,0,0,1,0
819,81.8016,0,0,0,0
820,81.9016,0,0,0,0
821,82.0016,0,0,0,0
822,82.1016,0,0,0,0
823,82.2016,0,0,1,0
824,82.3016,0,0,0,0
825,82.4016,0,0,0,0
826,82.5017,0,0,0,0
827,82.6017,0,0,1,0
828,82.7017,0,0,1,0
829,82.8017,0,0,0,0
830,82.9017,0,0,1,0
831,83.0017,0,0,1,0
832,83.1017,0,0,1,0
833,83.2017,1,0,0,0
834,83.3017,1,0,1,0
835,83.4017,1,0,2,0
836,83.5017,0,0,0,0
837,83.6017,1,0,1,0
838,83.7017,1,0,0,0
839,83.8017,1,0,1,0
840,83.9017,1,0,0,0
841,84.0017,0,0,1,0
842,84.1017,0,0,0,0
843,84.2017,1,0,0,0
844,84.3017,0,0,1,0
845,84.4017,0,0,1,0
846,84.5017,1,0,0,0
847,84.6017,0,0,0,0
848,84.7017,0,0,0,0
849,84.8017,0,0,0,0
850,84.9017,0,0,1,0
851,85.0017,0,0,0,0
852,85.1017,0,0,0,0
853,85.2017,0,0,0,0
854,85.3017,0,0,1,0
855,85.4017,0,0,0,0
856,85.5017,0,0,0,0
857,85.6017,0,1,0,0
858,85.7017,0,0,0,0
859,85.8017,0,0,0,0
860,85.9017,0,1,0,0
861,86.0017,0,0,0,0
862,86.1017,0,0,0,0
863,86.2017,0,0,0,0
864,86.3017,0,0,1,0
865,86.4017,0,0,2,0
866,86.5017,0,0,0,0
867,86.6017,0,2,0,0
868,86.7017,0,1,0,0
869,86.8017,0,1,1,0
870,86.9017,0,1,0,0
871,87.0017,0,2,0,0
872,87.1017,0,2,0,0
873,87.2017,0,2,0,0
874,87.3017,1,1,0,0
875,87.4017,1,2,1,0
876,87.5018,1,1,0,0
877,87.6018,1,2,0,0
878,87.7018,2,1,0,0
879,87.8018,0,1,0,0
880,87.9018,0,1,1,0
881,88.0018,0,2,1,0
882,88.1018,0,1,0,0
883,88.2018,0,1,0,0
884,88.3018,2,2,2,0
885,88.4018,1,2,0,0
886,88.5018,1,1,0,0
887,88.6018,0,1,1,0
888,88.7018,0,0,2,0
889,88.8018,0,1,1,0
890,88.9018,1,1,0,0
891,89.0018,1,1,1,1
892,89.1018,0,1,0,1
893,89.2018,0,0,1,0
894,89.3018,1,0,1,0
895,89.4018,0,0,0,0
896,89.5018,0,0,0,0
897,89.6018,1,0,0,0
898,89.7018,0,0,0,0
899,89.8018,0,0,0,0
900,89.9018,0,0,0,0
901,90.0018,0,0,0,0
902,90.1018,0,0,0,0
903,90.2018,0,0,0,0
904,90.3018,0,0,0,0
905,90.4018,0,0,0,0
906,90.5018,0,0,0,0
907,90.6018,0,0,0,0
908,90.7018,0,0,0,0
909,90.8018,0,0,0,0
910,90.9018,0,0,0,0
911,91.0018,0,0,0,0
912,91.1018,0,1,0,0
913,91.2018,0,1,0,0
914,91.3018,0,1,0,0
915,91.4018,0,1,0,0
916,91.5018,0,0,0,0
917,91.6018,0,0,0,0
918,91.7018,0,0,0,0
919,91.8018,0,0,0,0
920,91.9018,0,0,0,0
921,92.0018,0,0,0,0
922,92.1018,0,0,0,0
923,92.2018,0,0,0,0
924,92.3018,0,1,0,0
925,92.4018,0,1,0,0
926,92.5019,0,0,0,0
927,92.6019,0,0,0,0
928,92.7019,0,1,0,0
929,92.8019,0,0,0,0
930,92.9019,0,0,0,0
931,93.0019,0,0,1,0
