Frame,Time (ns),RMSD 2 (51 atoms)
921,92.0018,4.625822980217937
922,92.1018,4.88699976488961
923,92.2018,4.463678768759809
924,92.3018,6.149850360785946
925,92.4018,5.708645267231455
926,92.5019,5.167545401928571
927,92.6019,4.162488611704366
928,92.7019,4.33992610386509
929,92.8019,5.012441321687611
930,92.9019,4.812168680628307
931,93.0019,5.1581712727644495
932,93.1019,5.054267917646182
933,93.2019,5.417439727434625
934,93.3019,5.149070018669852
935,93.4019,5.183826843141898
936,93.5019,5.316457367542233
937,93.6019,4.956444851608139
938,93.7019,6.128047482869356
939,93.8019,5.143980160305735
940,93.9019,5.437253949505668
941,94.0019,6.444760318316325
942,94.1019,7.547176424784358
943,94.2019,5.940422677290012
944,94.3019,6.4497758348449725
945,94.4019,6.451727206528409
946,94.5019,8.58562661018862
947,94.6019,5.933727928040118
948,94.7019,4.81138845221299
949,94.8019,7.222548470984936
950,94.9019,5.723283401664654
951,95.0019,4.286328116820381
952,95.1019,5.495748479951562
953,95.2019,5.288661492302914
954,95.3019,6.282554681188939
955,95.4019,6.012191941178641
956,95.5019,6.124425992503317
957,95.6019,6.210397295536264
958,95.7019,4.746778038700917
959,95.8019,7.14065012779569
960,95.9019,4.926221118453088
961,96.0019,6.026721767179441
962,96.1019,5.337808769687197
963,96.2019,5.094957160431024
964,96.3019,5.7125134730980225
965,96.4019,4.237019789666463
966,96.5019,5.7281688434421625
967,96.6019,4.903611889352093
968,96.7019,5.987424363074156
969,96.8019,5.662860777336395
970,96.9019,5.8568255683070305
971,97.0019,4.850222234386553
972,97.1019,6.6190167001111675
973,97.2019,6.545066434060745
974,97.3019,5.0581849751853465
975,97.4019,5.438564306359097
976,97.5019,5.650153262272021
977,97.602,4.651853696788689
978,97.702,4.925272502425108
979,97.802,4.797155118723362
980,97.902,4.180038270312182
981,98.002,5.06821273745222
982,98.102,4.6218815112046485
983,98.202,5.908452983860055
984,98.302,5.277152845207791
985,98.402,4.585257445147988
986,98.502,5.646965816569261
987,98.602,5.606667296019866
988,98.702,6.660239255166894
989,98.802,6.685955735102288
990,98.902,5.035447229195722
991,99.002,5.768890685651648
992,99.102,5.889984499359355
993,99.202,4.420257348720377
994,99.302,5.306125735235869
995,99.402,7.6885672658737585
996,99.502,7.249639194357455
997,99.602,4.650085919005655
998,99.702,6.953061595261814
999,99.802,5.116918230963857
1000,99.902,5.5848180624629435
1001,100.0,10.054113167231101
